ID,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
29335.0,27.0,,89598.0, Some-college,10.0, Never-married,,, White, Female,0.0,,60.0, United-States,
29336.0,33.0,,323811.0, Some-college,10.0, Married-civ-spouse, Machine-op-inspct,, White, Male,,0.0,55.0, United-States, <=50K
29337.0,43.0,,30824.0, Some-college,10.0, Divorced,, Not-in-family, White, Female,,0.0,40.0, United-States, <=50K
29338.0,21.0, Federal-gov,181096.0, Some-college,10.0, Never-married,, Own-child, Black, Male,,,20.0, United-States, <=50K
29339.0,45.0, Private,217953.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Other,,0.0,0.0,40.0, Mexico, <=50K
29340.0,44.0,,, 5th-6th,3.0, Married-civ-spouse,, Husband, Black, Male,0.0,0.0,40.0, United-States, <=50K
,52.0,,121942.0,,4.0, Married-civ-spouse, ?,, White,,,0.0,40.0, United-States,
,53.0, Private,346871.0, HS-grad,9.0, Divorced,, Not-in-family, White,,4787.0,0.0,46.0, United-States,
29343.0,31.0,,184889.0,,, Never-married, Other-service, Own-child, Black,,,0.0,20.0, United-States,
29344.0,18.0, Federal-gov,101709.0, 11th,7.0, Never-married, Other-service,, Asian-Pac-Islander,,0.0,,15.0, Philippines,
29345.0,20.0,,125010.0, HS-grad,9.0, Never-married, Other-service, Own-child, White, Female,0.0,,30.0, United-States,
29346.0,, Private,53135.0, HS-grad,9.0, Never-married,, Not-in-family, White,,0.0,,40.0, United-States, <=50K
29347.0,48.0, Private,498328.0,,, Married-civ-spouse,, Husband, Black, Male,0.0,,40.0, United-States, <=50K
29348.0,46.0, Private,, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, Black, Male,0.0,,40.0,, <=50K
29349.0,, Private,174327.0, HS-grad,9.0,, Machine-op-inspct, Husband,, Male,0.0,0.0,50.0, United-States,
,27.0, Self-emp-not-inc,357283.0, HS-grad,9.0, Never-married,, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,
29351.0,18.0,,280728.0, Some-college,10.0, Never-married, Sales, Own-child, White, Female,0.0,,32.0, United-States, <=50K
29352.0,69.0, Self-emp-not-inc,, HS-grad,9.0, Married-civ-spouse,, Husband, White, Male,9386.0,,12.0, United-States,
29353.0,50.0,,, Masters,14.0,, Sales,, White, Male,0.0,,40.0, United-States, >50K
29354.0,43.0, Private,,,9.0,,, Wife, White,,0.0,0.0,40.0, Greece,
29355.0,32.0, Private,210541.0, Bachelors,13.0, Divorced, Sales,, White, Female,0.0,,30.0, United-States,
,, Private,172364.0,,9.0, Separated, Exec-managerial,, White, Female,,0.0,48.0, United-States, <=50K
29357.0,52.0,,138611.0, HS-grad,9.0,, Sales, Husband, White, Male,7688.0,0.0,55.0, United-States,
,50.0, Private,176227.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband,, Male,0.0,0.0,40.0, ?, >50K
29359.0,35.0, Private,139647.0, Some-college,10.0, Divorced,, Not-in-family, White, Female,0.0,0.0,40.0, United-States,
,, ?,174461.0,,9.0, Never-married, ?, Own-child, White, Female,,0.0,5.0, United-States, <=50K
,73.0,,123345.0, HS-grad,9.0, Widowed, ?, Not-in-family, White, Female,0.0,,65.0, United-States, <=50K
29362.0,46.0,,, HS-grad,9.0,,, Own-child, White,,0.0,0.0,45.0, United-States,
29363.0,58.0, Private,, HS-grad,, Married-civ-spouse,, Husband, White,,0.0,0.0,60.0, United-States,
29364.0,46.0,,192779.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White,,15024.0,0.0,60.0, United-States,
29365.0,40.0,,, HS-grad,, Never-married, Craft-repair, Not-in-family, White,,,0.0,50.0, United-States,
29366.0,25.0, Private,264055.0, Bachelors,13.0, Never-married,, Own-child, White, Male,0.0,0.0,40.0, United-States,
,22.0,,336215.0,,12.0,, Adm-clerical, Not-in-family, White,,0.0,,25.0, United-States, <=50K
,33.0, Federal-gov,78307.0, Bachelors,13.0, Married-civ-spouse,,, White,,0.0,0.0,40.0, United-States, <=50K
29369.0,49.0,,233059.0, Assoc-voc,11.0, Married-civ-spouse, Craft-repair,, White, Male,0.0,0.0,40.0, United-States,
29370.0,62.0, Private,91433.0,,6.0,, Prof-specialty, Unmarried, White,,,0.0,40.0, United-States, <=50K
29371.0,56.0, Local-gov,157525.0, Some-college,10.0, Divorced, Protective-serv, Not-in-family,, Male,0.0,,48.0, United-States,
29372.0,24.0,,86065.0,,9.0, Never-married,, Unmarried, White, Female,0.0,0.0,40.0, Mexico, <=50K
29373.0,42.0,,, HS-grad,9.0, Never-married,, Not-in-family,, Female,,,40.0, United-States, <=50K
,41.0, Private,180181.0,,14.0,,, Unmarried, White, Female,0.0,0.0,40.0, United-States,
,23.0, Private,212617.0, Bachelors,13.0, Never-married,, Not-in-family, White,,0.0,,66.0, Ecuador, <=50K
29376.0,22.0, ?,, Some-college,, Never-married, ?, Own-child,,,0.0,,40.0, United-States,
29377.0,35.0, Private,336793.0, Bachelors,13.0, Never-married, Adm-clerical, Other-relative, White, Male,,0.0,40.0, United-States,
,42.0, Private,314649.0, HS-grad,9.0,, Handlers-cleaners, Other-relative, Asian-Pac-Islander, Male,0.0,0.0,40.0, ?,
29379.0,22.0, Private,,,9.0, Never-married,, Own-child, White,,0.0,,40.0, Mexico,
29380.0,32.0,,35595.0,,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
29381.0,25.0,,410240.0, HS-grad,9.0, Never-married,, Own-child,,,0.0,0.0,40.0, United-States, <=50K
,66.0,,178120.0,,3.0, Divorced, Priv-house-serv, Not-in-family, Black, Female,0.0,0.0,15.0, United-States, <=50K
,26.0, State-gov,294400.0, HS-grad,9.0, Married-civ-spouse, Protective-serv,, White,,,0.0,, United-States, <=50K
29384.0,46.0, Private,65353.0, Some-college,10.0,, Transport-moving, Own-child, White, Male,3325.0,0.0,55.0, United-States, <=50K
29385.0,55.0, Private,189719.0, Bachelors,13.0,, Exec-managerial,, White, Male,,0.0,45.0, United-States,
29386.0,24.0,,23438.0, HS-grad,9.0,,,,, Male,,0.0,40.0, United-States,
,25.0,,, HS-grad,9.0, Never-married,, Unmarried, White,,,0.0,40.0, United-States,
29388.0,22.0,,, Some-college,,,, Not-in-family, White, Female,0.0,,40.0, United-States, <=50K
29389.0,,,197860.0,,9.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, United-States,
29390.0,30.0,,, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, White,,0.0,0.0,40.0, United-States,
29391.0,,,, HS-grad,9.0,,, Not-in-family, White,,0.0,0.0,15.0, United-States, <=50K
29392.0,19.0, ?,199609.0, Some-college,10.0,,, Own-child, White, Female,,0.0,40.0, United-States, <=50K
29393.0,56.0,,92215.0, 9th,5.0, Divorced, Craft-repair,, White, Female,0.0,0.0,, United-States, >50K
29394.0,47.0, Private,93449.0,,9.0, Married-civ-spouse,,, Asian-Pac-Islander,,0.0,,60.0, Japan,
29395.0,29.0, Private,235393.0, HS-grad,9.0, Married-civ-spouse,, Husband, Black,,0.0,0.0,40.0, United-States, <=50K
,53.0, Private,, HS-grad,9.0, Married-civ-spouse,, Husband, White, Male,0.0,,40.0, United-States,
,22.0,,, HS-grad,9.0, Never-married,, Unmarried, Black, Female,,,40.0, United-States, <=50K
,, ?,, Bachelors,13.0, Married-civ-spouse, ?, Husband, Black, Male,,1902.0,60.0, United-States, >50K
,42.0,,344572.0,,9.0, Divorced,, Not-in-family, White, Female,,0.0,40.0, United-States,
29400.0,21.0,,265356.0, Some-college,10.0, Never-married,, Other-relative, White, Male,,0.0,40.0, United-States, <=50K
,36.0, Self-emp-inc,166880.0, HS-grad,, Never-married,, Not-in-family, White, Female,0.0,,70.0, United-States, <=50K
,60.0, Private,, 5th-6th,3.0,,, Husband,, Male,,0.0,40.0, ?, >50K
29403.0,69.0,,, Assoc-voc,, Widowed,, Not-in-family, White,,0.0,,25.0, United-States,
29404.0,31.0, Private,112627.0, HS-grad,, Married-civ-spouse, Transport-moving,, Amer-Indian-Eskimo,,0.0,0.0,40.0, United-States, <=50K
29405.0,48.0,,125120.0, Some-college,10.0, Divorced,, Unmarried, White,,,,55.0, United-States, <=50K
29406.0,23.0, Private,,,9.0,, Exec-managerial, Not-in-family,,,0.0,,40.0, United-States,
,24.0, Private,243190.0,,12.0, Separated, Craft-repair,, Asian-Pac-Islander,,8614.0,0.0,40.0, United-States,
,47.0,,583755.0,,9.0, Married-civ-spouse,, Husband, Black, Male,,0.0,40.0, United-States,
29409.0,36.0, Private,68089.0, HS-grad,9.0, Never-married, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo,,0.0,0.0,40.0, United-States,
29410.0,39.0,,306646.0, Assoc-acdm,, Married-civ-spouse, Exec-managerial, Husband, White,,0.0,,50.0, United-States, >50K
29411.0,22.0, Private,186573.0,,9.0,, Transport-moving,, White, Female,0.0,,46.0, United-States,
29412.0,27.0, Private,279580.0, Bachelors,13.0, Never-married, Sales,, White, Male,10520.0,,45.0, United-States, >50K
,36.0, Private,437909.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,,40.0, United-States, <=50K
29414.0,54.0, Private,420691.0, 1st-4th,2.0, Married-civ-spouse, Other-service, Husband, White,,0.0,0.0,40.0, Mexico,
29415.0,33.0, Federal-gov,94193.0, HS-grad,9.0, Divorced, Adm-clerical,, White,,,,40.0, United-States,
,42.0,,154076.0,,9.0, Married-civ-spouse, Prof-specialty,, White,,7688.0,0.0,50.0, United-States,
29417.0,52.0, Private,145879.0, Some-college,10.0, Married-civ-spouse, Sales,, White, Male,0.0,,65.0, United-States, <=50K
,,,,,, Never-married,, Own-child, White, Male,0.0,0.0,32.0, United-States,
29419.0,33.0, Private,231826.0, 1st-4th,2.0, Married-civ-spouse, Handlers-cleaners, Husband,, Male,0.0,,40.0, Mexico, <=50K
29420.0,30.0, Private,178587.0, Assoc-voc,11.0, Divorced, Adm-clerical,, White, Female,0.0,,38.0, United-States,
,35.0, Private,213208.0, Assoc-voc,11.0, Married-civ-spouse, Tech-support, Husband, Black,,,,, Jamaica,
29422.0,35.0, ?,,,11.0, Married-civ-spouse,, Wife, White,,0.0,,20.0, United-States,
29423.0,27.0,,,,9.0, Never-married, Handlers-cleaners,, White, Male,,0.0,37.0, United-States, <=50K
29424.0,24.0, Private,88676.0, HS-grad,9.0,, Other-service, Own-child, White,,0.0,0.0,35.0, United-States,
29425.0,44.0,,151089.0,,9.0,, Machine-op-inspct, Husband, White,,0.0,,40.0, United-States,
,62.0, Private,138621.0, Assoc-voc,11.0,,,, Black, Female,0.0,,20.0, United-States,
,, Private,30457.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial,, White,,15024.0,0.0,40.0, United-States,
29428.0,75.0, Self-emp-not-inc,, HS-grad,9.0, Married-civ-spouse,, Husband, White, Male,0.0,,20.0, United-States,
,, Private,192776.0, Bachelors,, Married-civ-spouse, Prof-specialty,, White, Male,0.0,,50.0, United-States,
,64.0, Private,192884.0,,15.0, Married-civ-spouse, Exec-managerial, Husband, White,,0.0,0.0,60.0, United-States,
29431.0,54.0, Private,, HS-grad,9.0, Divorced, Tech-support, Not-in-family, White, Male,0.0,0.0,42.0, United-States,
,41.0, Federal-gov,,,13.0, Married-civ-spouse,, Husband,,,0.0,,40.0, United-States,
29433.0,, Private,, Assoc-acdm,12.0, Married-civ-spouse,, Husband, White, Male,0.0,0.0,40.0, United-States,
29434.0,20.0,,249956.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,10.0, United-States, <=50K
29435.0,51.0,,177705.0, Bachelors,13.0, Divorced, Sales, Not-in-family, White,,,,50.0, United-States, >50K
29436.0,45.0, Self-emp-inc,121124.0, Prof-school,15.0, Never-married, Craft-repair, Not-in-family, White,,0.0,0.0,50.0, United-States,
,18.0,,, 11th,7.0, Never-married, ?, Own-child,,,,0.0,72.0, United-States, <=50K
29438.0,43.0, Private,557349.0, 10th,, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,,40.0, Yugoslavia, <=50K
29439.0,30.0,,89735.0, HS-grad,9.0,,, Own-child, White,,0.0,1504.0,40.0, United-States,
29440.0,32.0, Private,222548.0, HS-grad,,,, Own-child, White, Female,,0.0,40.0, United-States,
,45.0, Private,47314.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White,,,,40.0, ?, >50K
29442.0,61.0, Private,,,10.0, Divorced,,, White, Female,0.0,,40.0, United-States, <=50K
29443.0,21.0, Private,200089.0, 1st-4th,2.0, Married-civ-spouse,, Other-relative, White, Male,0.0,0.0,40.0, England,
,56.0,,271795.0, 11th,7.0, Divorced,, Not-in-family, White,,0.0,,49.0, United-States,
,28.0,,31801.0,,9.0, Never-married, Handlers-cleaners, Other-relative, White,,0.0,0.0,60.0, United-States,
,23.0, Private,196508.0, Some-college,10.0,,, Own-child, Black, Female,0.0,0.0,40.0, United-States,
,55.0, Private,189933.0,,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,,,84.0, United-States,
29448.0,27.0,,,,10.0, Married-civ-spouse,, Husband, White,,0.0,419.0,20.0, Mexico,
29449.0,33.0,,361497.0, HS-grad,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,,70.0, United-States, <=50K
29450.0,22.0, Private,150175.0,,10.0,, Adm-clerical,, White,,0.0,0.0,20.0, United-States,
29451.0,43.0,,155106.0, Assoc-voc,, Married-civ-spouse,,, White, Male,0.0,0.0,40.0, United-States,
29452.0,32.0, Self-emp-not-inc,62272.0, HS-grad,9.0, Divorced,, Unmarried, White,,0.0,,40.0, United-States,
,38.0, Private,, Some-college,10.0, Married-civ-spouse, Sales,, White, Female,0.0,0.0,40.0, United-States, <=50K
,18.0, Private,324011.0,,5.0,, Farming-fishing, Own-child, White,,0.0,,20.0, United-States,
,35.0,,105803.0, Some-college,10.0,,, Husband,,,0.0,0.0,50.0, United-States,
29456.0,67.0,,, HS-grad,9.0, Widowed,, Not-in-family, White, Female,,0.0,40.0, United-States, <=50K
29457.0,29.0, Private,107998.0,,, Divorced, Machine-op-inspct, Own-child, White, Female,0.0,0.0,40.0, United-States,
29458.0,19.0, Private,,,2.0, Never-married, Handlers-cleaners,, White, Male,0.0,0.0,55.0, Mexico, <=50K
29459.0,39.0, Private,167777.0, 11th,7.0,,, Husband, White, Male,0.0,0.0,35.0, United-States, <=50K
,29.0, Private,228860.0,,10.0, Married-civ-spouse, Exec-managerial,, White, Male,0.0,,50.0, United-States, >50K
29461.0,45.0, Self-emp-inc,40666.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,,0.0,55.0, United-States,
29462.0,44.0, Private,277488.0, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White,,,0.0,40.0, United-States, >50K
,42.0, Local-gov,195897.0, 7th-8th,4.0, Married-civ-spouse,,, White, Male,0.0,0.0,40.0, United-States,
,34.0, Private,242984.0, Bachelors,13.0, Never-married,, Not-in-family,, Male,0.0,0.0,40.0, United-States, <=50K
,52.0,,236497.0, Bachelors,13.0, Married-civ-spouse, Tech-support, Husband, White,,,0.0,40.0, United-States,
29466.0,18.0,,312634.0,,7.0, Never-married, ?, Own-child, White,,0.0,,25.0, United-States, <=50K
,64.0,,, HS-grad,9.0,,, Husband, White, Male,,0.0,25.0, France, <=50K
,30.0,,24292.0, Bachelors,13.0, Married-civ-spouse,, Husband, White, Male,0.0,0.0,45.0, United-States, >50K
29469.0,43.0, Local-gov,, Bachelors,13.0, Divorced, Exec-managerial, Unmarried,, Male,0.0,0.0,42.0, Germany, <=50K
,49.0, Self-emp-not-inc,121238.0, Some-college,10.0, Never-married,,, White, Male,,0.0,40.0, United-States, <=50K
29471.0,35.0,,281982.0, Some-college,10.0,,,, White, Male,,0.0,40.0, United-States,
,37.0,,348739.0, Prof-school,15.0, Married-civ-spouse,,, White, Male,,0.0,50.0, United-States, >50K
29473.0,49.0,,194189.0,,, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,,,40.0, United-States, <=50K
29474.0,19.0,,329130.0, 11th,7.0, Separated, Other-service, Own-child, White,,,,40.0, United-States,
29475.0,22.0,,205939.0, Bachelors,13.0, Never-married, Exec-managerial, Own-child, White,,,0.0,4.0, United-States, <=50K
29476.0,31.0, Private,62165.0, HS-grad,9.0, Never-married, Other-service, Own-child, Black, Male,,0.0,40.0, United-States,
,26.0, Private,224361.0,,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,,,40.0, United-States, <=50K
29478.0,44.0, Private,, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,55.0, United-States, <=50K
29479.0,38.0,,, Some-college,10.0, Married-civ-spouse, Other-service, Wife, White,,0.0,,40.0, United-States, <=50K
,33.0,,359428.0, HS-grad,9.0, Married-civ-spouse,, Husband, White, Male,0.0,,60.0, United-States, <=50K
29481.0,, ?,138504.0,,9.0,,, Unmarried, Black,,,,37.0, United-States,
29482.0,18.0,,268952.0, 12th,8.0,, Other-service, Own-child, White, Male,,0.0,20.0, United-States, <=50K
,, Private,257978.0, Assoc-voc,11.0,, Tech-support, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K
29484.0,27.0, Private,, HS-grad,9.0, Divorced, Adm-clerical,,,,0.0,0.0,40.0, United-States, <=50K
,28.0, State-gov,78356.0, Masters,14.0, Married-civ-spouse,, Husband, Black,,0.0,,40.0, Jamaica, <=50K
,30.0, Self-emp-not-inc,609789.0,,11.0, Never-married,, Not-in-family, White, Male,0.0,0.0,40.0, United-States,
29487.0,33.0, Private,123157.0,,9.0, Never-married, Other-service, Not-in-family, Black,,,0.0,38.0, United-States,
29488.0,, Private,84197.0, Masters,14.0,, Sales, Not-in-family, White, Female,0.0,,10.0, United-States, <=50K
29489.0,36.0, Private,162312.0, HS-grad,9.0, Never-married, Craft-repair,, Asian-Pac-Islander, Male,0.0,,70.0, South, <=50K
,36.0, Private,, Assoc-acdm,12.0, Married-civ-spouse, Tech-support, Husband,,,0.0,0.0,55.0, United-States,
29491.0,, Private,, HS-grad,9.0,,, Wife,,,0.0,2057.0,20.0, United-States,
,39.0,,262158.0,,13.0, Divorced,, Unmarried, White, Female,0.0,,45.0, United-States, <=50K
,25.0, Self-emp-inc,133373.0, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Male,0.0,,80.0, United-States, <=50K
29494.0,21.0,,,,9.0, Separated, Farming-fishing, Own-child,, Male,0.0,,40.0, United-States, <=50K
,39.0, State-gov,142897.0, Assoc-voc,, Never-married, Exec-managerial, Unmarried,,,,0.0,50.0, United-States,
29496.0,38.0, Private,, Some-college,10.0, Divorced, Prof-specialty, Not-in-family, White,,0.0,,32.0, United-States,
29497.0,20.0, Private,227491.0, HS-grad,9.0, Never-married,, Not-in-family, Asian-Pac-Islander, Female,,,25.0, United-States, <=50K
,51.0, Private,, HS-grad,9.0, Divorced,, Not-in-family, White,,,0.0,40.0,, <=50K
29499.0,21.0, Private,33831.0, HS-grad,9.0, Never-married,, Unmarried, White, Female,,,40.0, United-States, <=50K
29500.0,36.0,,, Some-college,10.0,, Prof-specialty,,,,0.0,,40.0, United-States, <=50K
,, Private,313546.0, HS-grad,9.0, Separated, Other-service, Unmarried, Black,,0.0,,40.0, United-States,
29502.0,38.0, Private,,,9.0, Married-civ-spouse, Exec-managerial, Husband, White,,,0.0,55.0, United-States, >50K
29503.0,25.0, Local-gov,476599.0, Bachelors,13.0,, Prof-specialty,, White,,,0.0,40.0, United-States,
,23.0, Private,163665.0, Some-college,10.0, Never-married, Sales,, White,,0.0,0.0,15.0, United-States, <=50K
,36.0, Private,306646.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,,,55.0, United-States, >50K
,41.0, Private,206470.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White,,,0.0,40.0,, <=50K
29507.0,, Private,, Masters,14.0,, Exec-managerial, Not-in-family, White, Female,0.0,0.0,50.0, United-States, <=50K
29508.0,19.0,,127085.0, Some-college,10.0,, Other-service, Own-child, White, Male,0.0,0.0,10.0, United-States,
,18.0,,, 10th,6.0,,, Own-child, White,,0.0,0.0,3.0, United-States,
29510.0,36.0, Private,111387.0,,6.0,,, Own-child, White,,0.0,0.0,40.0, United-States, <=50K
29511.0,46.0, Private,,,, Married-civ-spouse, Transport-moving, Husband, White, Male,,,40.0, United-States, >50K
,29.0, Private,, Some-college,10.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,45.0, United-States, <=50K
29513.0,23.0,,163665.0, HS-grad,9.0, Never-married, Exec-managerial, Not-in-family, White,,0.0,0.0,32.0, United-States, <=50K
,35.0,,30529.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States,
29515.0,35.0,,290226.0,,9.0, Never-married,, Own-child, White,,0.0,,40.0, United-States, <=50K
29516.0,40.0, Private,182136.0,,9.0,,, Husband, White, Male,0.0,0.0,40.0, United-States,
29517.0,22.0,,, Some-college,10.0, Never-married, Transport-moving, Own-child, Asian-Pac-Islander,,,0.0,40.0, United-States, <=50K
29518.0,19.0,,60412.0, Some-college,10.0, Never-married,, Own-child, White, Female,0.0,0.0,15.0, United-States, <=50K
,70.0, Private,187891.0, 11th,7.0, Married-civ-spouse, Transport-moving, Husband, White,,,,40.0, United-States, <=50K
,38.0, Private,, Some-college,10.0, Divorced,, Not-in-family, Black,,0.0,,55.0, United-States, <=50K
29521.0,35.0,,160910.0, Some-college,10.0, Married-civ-spouse,, Husband, White, Male,0.0,,50.0, United-States,
29522.0,25.0, Private,148300.0,,10.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,35.0, United-States, <=50K
29523.0,39.0,,, Some-college,10.0,, Craft-repair, Husband, White,,0.0,0.0,45.0, United-States,
29524.0,50.0, Private,, Doctorate,16.0, Married-civ-spouse, Prof-specialty,,, Male,,0.0,37.0, ?, >50K
29525.0,43.0,,184018.0,,12.0, Married-civ-spouse, Prof-specialty,, White,,0.0,,50.0, United-States, <=50K
29526.0,37.0, Federal-gov,188069.0, Some-college,10.0,, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, Philippines,
,51.0, Private,138852.0,,9.0, Married-civ-spouse, Other-service,, White, Male,7298.0,,40.0, El-Salvador,
29528.0,29.0, ?,, 10th,6.0, Separated,, Unmarried, White,,0.0,0.0,12.0, United-States,
,20.0,,164441.0, HS-grad,9.0, Never-married, Other-service, Own-child, Black, Male,0.0,,40.0, United-States, <=50K
29530.0,21.0, Private,199419.0, Some-college,10.0, Never-married,, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
,47.0,,181342.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Wife, Black,,0.0,0.0,40.0, United-States,
,44.0, Private,173382.0, Assoc-acdm,12.0, Divorced,, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
29533.0,, Private,184924.0,,5.0,, Handlers-cleaners, Own-child, White,,0.0,,15.0, United-States,
29534.0,,,215384.0,,7.0, Never-married, Other-service,, White, Male,0.0,0.0,40.0, United-States, <=50K
29535.0,43.0,,, Doctorate,16.0, Never-married,, Not-in-family, White,,,,40.0, United-States,
29536.0,46.0, Federal-gov,212120.0, Assoc-voc,11.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,,40.0, United-States,
29537.0,42.0, Private,185764.0, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White,,,0.0,60.0, United-States, <=50K
29538.0,46.0, Local-gov,,,14.0,, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, United-States, <=50K
29539.0,22.0,,32616.0, Some-college,10.0,,, Not-in-family, White,,0.0,,30.0, United-States,
29540.0,49.0,,,,9.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,,,40.0, United-States, <=50K
29541.0,21.0,,161210.0,,9.0, Married-civ-spouse,,, White,,0.0,0.0,50.0, United-States,
29542.0,53.0, Private,285621.0,,14.0,,,, White, Female,0.0,,40.0, United-States, >50K
29543.0,43.0,,282069.0, Some-college,10.0, Divorced,, Unmarried, White, Male,0.0,0.0,42.0, United-States,
29544.0,, Private,97508.0, HS-grad,9.0, Never-married, Other-service, Own-child, White,,0.0,0.0,50.0, United-States, <=50K
29545.0,, Private,,,13.0, Never-married,, Not-in-family, White, Female,,0.0,45.0, United-States,
29546.0,28.0, Private,,,, Never-married,, Own-child, White,,0.0,,40.0, United-States,
,25.0,,231638.0, Some-college,10.0, Never-married,, Unmarried, White, Female,0.0,0.0,24.0, United-States,
,40.0, Private,191342.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander,,0.0,,40.0, China, >50K
29549.0,, Private,226497.0, Some-college,10.0, Married-civ-spouse,, Husband, White,,,,45.0, United-States,
29550.0,48.0, Self-emp-not-inc,373606.0,,10.0, Divorced,, Unmarried, White, Male,,0.0,65.0, United-States,
,30.0,,39150.0, HS-grad,, Married-civ-spouse,, Husband,,,,,40.0, United-States,
29552.0,33.0,,288840.0, HS-grad,9.0, Married-spouse-absent,, Unmarried, Black, Female,0.0,,38.0, United-States,
,34.0, Private,293703.0,,10.0, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, Philippines,
29554.0,42.0,,, Bachelors,13.0,,, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States, >50K
,,,82098.0, Some-college,, Married-civ-spouse,, Husband, Asian-Pac-Islander,,0.0,0.0,65.0, United-States,
,38.0,,245372.0, Bachelors,13.0, Married-civ-spouse,, Husband, White,,7688.0,,45.0, United-States,
29557.0,29.0, Private,78261.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,,,40.0, United-States, <=50K
29558.0,33.0, Private,, 10th,6.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,,40.0, United-States, <=50K
29559.0,64.0, Private,218490.0,,13.0, Divorced, Exec-managerial,, White, Male,,,55.0, United-States, >50K
,44.0,,110908.0,,11.0, Married-civ-spouse,, Wife, White,,0.0,0.0,25.0, United-States,
,42.0,,34218.0, Bachelors,13.0, Married-civ-spouse,, Husband, White,,7298.0,0.0,50.0, United-States,
,49.0,,, HS-grad,, Married-civ-spouse,, Husband, White,,,,45.0, United-States, <=50K
,,,363707.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,,,40.0, United-States, <=50K
29564.0,33.0,,272411.0, Bachelors,13.0,, Exec-managerial, Not-in-family, White,,0.0,0.0,40.0, United-States,
,,,128033.0, Some-college,10.0, Married-civ-spouse, Sales,, White,,0.0,,60.0, United-States, <=50K
29566.0,20.0,,177287.0,,9.0, Never-married, Sales,, White,,0.0,,38.0, United-States,
29567.0,44.0,,, HS-grad,, Never-married,, Not-in-family,, Male,0.0,,50.0, United-States,
,45.0, Private,285858.0,,13.0, Married-civ-spouse,, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
29569.0,27.0,,193868.0, HS-grad,9.0, Never-married, Sales, Not-in-family, White,,0.0,0.0,50.0, United-States,
29570.0,18.0,,, HS-grad,9.0,, Machine-op-inspct, Own-child, White, Male,0.0,,40.0, United-States, <=50K
,38.0, Private,27408.0,,9.0,,, Unmarried, White, Male,0.0,0.0,50.0, United-States, <=50K
29572.0,45.0,,247043.0, 11th,7.0, Married-civ-spouse, Craft-repair, Husband, White, Male,,,42.0, United-States,
29573.0,27.0,,162404.0, HS-grad,9.0, Never-married, Protective-serv,, Black, Male,2174.0,,40.0, United-States,
