age,race,sex,hours-per-week,native-country
40,White,Male,40,United-States
26,White,Female,35,United-States
20,White,Female,15,United-States
41,White,Female,50,United-States
49,White,Male,45,United-States
22,White,Female,20,United-States
46,White,Male,45,United-States
56,White,Female,40,United-States
35,White,Female,40,United-States
34,White,Female,35,United-States
29,White,Female,40,United-States
28,White,Male,45,?
35,White,Male,37,United-States
29,White,Male,40,United-States
21,White,Female,30,Columbia
52,White,Male,95,United-States
45,White,Male,40,United-States
43,Black,Male,40,United-States
35,White,Female,25,United-States
21,White,Male,20,United-States
35,White,Male,40,United-States
30,White,Male,40,United-States
45,White,Female,40,Canada
29,White,Female,20,United-States
29,Black,Female,40,United-States
33,White,Female,40,United-States
17,Black,Male,15,United-States
52,White,Female,25,United-States
24,White,Female,35,United-States
32,White,Male,40,United-States
40,White,Female,48,United-States
32,White,Male,40,?
33,White,Female,40,United-States
30,White,Male,38,United-States
28,White,Male,40,United-States
62,White,Male,50,United-States
46,White,Male,40,United-States
32,White,Female,64,United-States
26,White,Male,40,United-States
41,White,Male,40,United-States
57,White,Male,40,United-States
52,White,Male,45,United-States
35,White,Male,50,United-States
19,White,Male,16,United-States
49,White,Male,45,United-States
47,White,Male,60,?
38,White,Female,32,United-States
30,White,Male,40,United-States
32,White,Male,40,Columbia
32,White,Female,50,United-States
46,White,Female,40,United-States
22,White,Male,50,United-States
47,White,Male,50,United-States
57,White,Female,25,United-States
47,Black,Female,40,United-States
41,White,Male,56,United-States
36,White,Male,40,United-States
32,White,Male,60,United-States
37,White,Male,40,El-Salvador
36,White,Male,45,United-States
64,White,Male,40,United-States
17,White,Male,15,United-States
23,White,Female,15,United-States
40,White,Female,40,United-States
42,White,Male,50,United-States
37,White,Male,42,United-States
35,White,Female,40,United-States
56,White,Male,50,United-States
52,Asian-Pac-Islander,Male,40,United-States
37,White,Male,45,United-States
48,White,Male,65,United-States
24,White,Female,40,Japan
33,White,Male,40,United-States
39,Asian-Pac-Islander,Male,40,Philippines
34,Black,Male,42,United-States
24,White,Female,40,United-States
23,Other,Male,24,Peru
49,White,Male,65,United-States
18,White,Male,25,United-States
20,White,Male,40,United-States
54,White,Male,55,United-States
19,White,Male,40,United-States
53,White,Male,46,United-States
34,Black,Female,40,United-States
28,White,Male,40,United-States
35,White,Male,40,United-States
20,White,Female,20,United-States
31,White,Female,50,United-States
37,White,Female,40,United-States
64,White,Male,40,Columbia
42,White,Male,40,United-States
27,White,Male,50,United-States
36,White,Female,50,United-States
36,White,Male,40,United-States
23,Black,Male,40,United-States
46,White,Male,40,United-States
24,Black,Male,35,Jamaica
22,White,Female,40,United-States
62,White,Male,40,United-States
19,White,Male,40,Puerto-Rico
20,White,Male,30,United-States
47,Asian-Pac-Islander,Male,40,?
57,White,Female,40,United-States
19,White,Male,35,United-States
37,White,Female,45,United-States
35,White,Male,65,United-States
17,White,Female,20,United-States
36,White,Female,35,United-States
50,White,Male,40,United-States
35,White,Female,35,United-States
27,White,Male,77,United-States
28,White,Male,30,United-States
29,White,Male,60,United-States
25,Black,Male,40,United-States
47,White,Female,67,United-States
29,White,Female,45,United-States
19,White,Female,40,United-States
49,White,Male,40,United-States
31,White,Male,25,United-States
43,Black,Female,40,United-States
56,White,Male,40,United-States
42,White,Female,40,United-States
45,White,Male,56,United-States
40,White,Female,40,United-States
44,White,Female,38,United-States
17,White,Female,20,United-States
36,White,Female,40,United-States
19,White,Female,20,United-States
53,White,Female,40,United-States
72,White,Male,35,United-States
46,Amer-Indian-Eskimo,Male,60,United-States
33,White,Female,37,United-States
22,Asian-Pac-Islander,Male,40,Philippines
17,White,Female,25,United-States
41,White,Male,45,?
46,White,Male,43,United-States
33,White,Female,20,United-States
32,White,Male,40,Mexico
52,White,Male,40,United-States
27,White,Female,40,United-States
48,White,Male,72,United-States
22,White,Female,35,United-States
25,White,Male,50,United-States
60,White,Male,42,United-States
38,White,Male,40,United-States
37,White,Male,50,United-States
49,White,Female,40,United-States
40,White,Male,30,United-States
48,White,Male,46,United-States
31,Black,Female,40,United-States
40,White,Male,45,United-States
25,White,Female,37,United-States
68,White,Male,45,United-States
18,Black,Female,20,United-States
19,White,Female,30,United-States
35,White,Male,60,United-States
28,White,Female,50,United-States
53,White,Female,40,United-States
33,White,Male,41,United-States
20,White,Male,40,United-States
45,White,Female,35,United-States
36,White,Male,50,United-States
34,White,Male,45,United-States
32,White,Female,40,United-States
19,White,Male,25,United-States
24,White,Female,40,United-States
34,White,Male,40,United-States
32,White,Female,35,United-States
37,White,Male,45,United-States
31,White,Female,40,Mexico
21,White,Female,35,United-States
47,White,Male,85,United-States
23,White,Male,40,United-States
33,White,Male,40,United-States
60,Asian-Pac-Islander,Male,25,South
17,White,Male,20,United-States
67,White,Male,24,United-States
57,White,Male,55,United-States
17,White,Male,20,Peru
53,White,Male,40,United-States
25,White,Male,50,United-States
24,White,Male,49,United-States
48,White,Male,40,United-States
51,White,Male,47,United-States
38,Black,Male,40,United-States
51,White,Male,46,United-States
18,White,Female,10,United-States
23,White,Female,40,United-States
42,White,Male,60,United-States
34,White,Female,35,?
39,White,Male,40,United-States
20,White,Male,12,United-States
39,Black,Female,40,United-States
21,White,Male,40,United-States
26,White,Male,40,Mexico
54,White,Male,40,United-States
34,White,Female,40,United-States
32,White,Male,40,United-States
59,White,Male,40,United-States
24,Other,Female,24,United-States
54,White,Female,40,United-States
54,White,Male,40,United-States
67,White,Female,18,United-States
33,White,Male,60,United-States
37,White,Female,40,United-States
47,White,Female,25,Germany
51,White,Female,40,United-States
45,White,Male,40,United-States
19,White,Female,30,United-States
58,White,Male,24,United-States
27,Black,Male,40,United-States
36,White,Female,40,United-States
20,White,Male,40,United-States
51,White,Female,40,United-States
45,White,Female,60,United-States
32,White,Male,40,United-States
59,Black,Female,40,United-States
45,White,Male,40,United-States
43,White,Male,40,United-States
54,White,Male,68,United-States
20,White,Female,32,United-States
29,Black,Female,42,United-States
28,Black,Female,40,Jamaica
18,White,Female,40,United-States
49,White,Female,50,United-States
46,White,Male,30,United-States
58,Black,Male,30,United-States
56,White,Female,45,Mexico
41,Black,Female,50,United-States
50,White,Male,60,United-States
74,White,Male,35,United-States
30,White,Male,40,United-States
62,Black,Female,40,United-States
19,White,Female,40,United-States
29,Black,Female,40,United-States
20,Black,Female,40,United-States
36,White,Male,35,Mexico
36,White,Male,40,United-States
51,White,Female,30,United-States
37,White,Male,50,United-States
29,White,Male,40,United-States
17,White,Male,20,United-States
18,White,Female,20,United-States
40,White,Male,40,United-States
26,White,Female,40,United-States
42,White,Male,45,United-States
32,White,Male,40,United-States
33,White,Male,40,Mexico
28,White,Female,40,United-States
43,White,Male,40,United-States
47,White,Male,40,United-States
37,Black,Female,40,United-States
73,White,Male,10,United-States
37,White,Male,30,Mexico
50,White,Female,35,United-States
19,White,Male,50,United-States
32,White,Male,40,United-States
44,Asian-Pac-Islander,Male,40,United-States
20,White,Female,16,United-States
29,White,Female,40,United-States
21,White,Female,40,United-States
34,White,Female,40,Germany
44,White,Male,52,United-States
18,White,Female,20,United-States
22,White,Female,40,United-States
39,White,Female,40,United-States
26,White,Male,40,Peru
29,White,Male,25,United-States
21,White,Male,40,United-States
49,White,Male,50,United-States
24,White,Male,20,United-States
26,White,Male,60,?
25,White,Male,60,United-States
30,White,Male,40,United-States
52,White,Male,38,United-States
30,White,Male,40,United-States
20,White,Male,40,United-States
31,White,Male,40,United-States
44,White,Male,40,United-States
46,White,Male,60,United-States
31,White,Female,40,United-States
57,White,Female,10,United-States
58,White,Male,40,United-States
41,White,Male,40,United-States
23,White,Female,40,United-States
47,White,Female,40,United-States
72,White,Male,28,United-States
26,White,Male,38,United-States
45,White,Male,40,United-States
48,White,Male,50,United-States
23,White,Male,40,United-States
20,Black,Female,40,United-States
18,White,Male,15,Peru
27,White,Female,40,United-States
25,White,Male,35,United-States
45,Black,Female,30,United-States
53,Black,Female,40,United-States
54,White,Male,45,United-States
41,White,Male,40,United-States
23,White,Male,35,Mexico
17,White,Male,18,United-States
42,White,Male,40,United-States
61,White,Male,40,United-States
57,White,Female,38,United-States
21,White,Male,35,United-States
44,White,Male,40,United-States
48,White,Male,44,United-States
46,White,Male,48,United-States
37,White,Male,86,United-States
35,White,Female,54,United-States
27,White,Female,40,United-States
28,Other,Male,40,India
19,White,Male,10,United-States
63,White,Male,50,United-States
69,White,Female,40,United-States
69,White,Female,6,Italy
36,White,Female,40,Germany
20,White,Male,35,United-States
28,White,Male,50,United-States
58,White,Female,38,United-States
48,White,Male,40,United-States
39,White,Female,56,United-States
38,White,Male,44,United-States
50,White,Female,40,United-States
35,White,Female,40,United-States
45,White,Male,50,United-States
38,White,Male,38,United-States
54,White,Female,55,United-States
42,White,Female,12,England
32,Black,Female,40,?
55,Asian-Pac-Islander,Male,70,?
63,White,Male,30,United-States
21,White,Male,48,Mexico
62,White,Male,30,United-States
46,White,Male,40,United-States
43,Black,Female,40,United-States
35,White,Male,60,United-States
37,White,Male,40,United-States
51,White,Female,45,Mexico
45,White,Male,72,Canada
19,White,Male,20,United-States
61,White,Male,40,United-States
61,Black,Male,65,United-States
21,White,Female,40,United-States
45,White,Male,40,United-States
38,White,Male,50,United-States
28,White,Female,40,United-States
40,White,Male,35,United-States
32,Black,Female,40,United-States
55,Black,Female,35,United-States
64,White,Female,23,United-States
34,White,Male,40,United-States
19,White,Male,60,United-States
58,Black,Female,40,United-States
46,White,Male,55,United-States
44,White,Male,40,United-States
31,Black,Female,40,United-States
31,White,Female,40,United-States
39,White,Female,45,United-States
19,White,Female,18,United-States
56,White,Female,40,United-States
53,White,Male,40,United-States
68,White,Male,18,?
69,White,Female,18,United-States
62,White,Male,40,United-States
62,White,Male,40,United-States
39,White,Female,40,United-States
45,White,Male,40,United-States
29,Black,Male,50,United-States
33,White,Male,40,United-States
34,Black,Male,40,United-States
29,White,Female,40,United-States
65,White,Male,35,United-States
18,White,Female,35,United-States
22,White,Male,40,United-States
30,White,Male,40,United-States
44,White,Male,40,United-States
48,White,Female,20,United-States
52,White,Male,45,United-States
53,Asian-Pac-Islander,Male,20,China
48,White,Female,40,United-States
25,White,Female,40,United-States
41,White,Male,50,United-States
37,White,Male,40,United-States
55,Black,Male,45,United-States
67,White,Female,38,United-States
36,White,Male,45,United-States
47,White,Female,52,United-States
36,White,Female,40,United-States
25,White,Female,16,United-States
19,White,Male,16,Mexico
24,White,Male,40,United-States
30,White,Male,25,United-States
17,White,Male,16,United-States
28,White,Male,40,United-States
34,White,Male,45,United-States
35,White,Male,46,United-States
24,Black,Male,40,United-States
43,White,Female,35,United-States
20,Black,Male,40,?
55,White,Male,40,United-States
22,Black,Female,35,United-States
20,White,Male,50,United-States
44,White,Female,40,United-States
38,White,Male,40,United-States
53,Black,Female,25,United-States
26,Amer-Indian-Eskimo,Male,48,United-States
58,White,Male,40,United-States
23,White,Male,40,United-States
53,White,Male,50,United-States
35,White,Male,40,United-States
41,White,Male,62,United-States
31,White,Male,40,United-States
50,Black,Female,40,United-States
57,Black,Male,55,United-States
25,White,Male,40,United-States
23,White,Male,40,United-States
48,White,Male,50,United-States
34,White,Female,60,United-States
37,Asian-Pac-Islander,Male,40,?
43,Asian-Pac-Islander,Male,45,India
20,White,Male,20,United-States
40,White,Male,75,United-States
27,White,Female,40,United-States
35,White,Male,40,United-States
33,White,Female,40,United-States
57,White,Female,40,United-States
43,Asian-Pac-Islander,Male,40,United-States
40,White,Male,55,United-States
54,White,Male,55,United-States
28,White,Female,40,United-States
32,White,Male,40,United-States
49,White,Male,50,United-States
52,White,Male,40,United-States
41,White,Male,60,United-States
19,White,Male,40,United-States
33,White,Female,42,United-States
21,White,Male,40,United-States
25,White,Female,32,United-States
44,White,Female,44,United-States
20,White,Male,40,United-States
46,Asian-Pac-Islander,Male,37,China
39,White,Male,50,United-States
34,White,Male,40,United-States
19,White,Male,35,United-States
27,White,Male,40,United-States
53,White,Male,40,United-States
46,White,Male,40,United-States
23,White,Male,40,United-States
39,Asian-Pac-Islander,Male,40,Philippines
30,White,Male,40,United-States
53,White,Male,45,United-States
33,White,Male,40,United-States
22,White,Female,40,United-States
44,Black,Female,35,United-States
30,Amer-Indian-Eskimo,Female,40,United-States
66,White,Female,20,United-States
39,White,Male,40,United-States
37,White,Male,50,United-States
34,White,Female,40,United-States
17,White,Male,20,United-States
43,White,Male,60,United-States
46,White,Male,50,United-States
17,White,Male,20,United-States
60,White,Male,40,Poland
63,White,Male,40,United-States
42,White,Male,40,United-States
30,Other,Male,40,Mexico
33,White,Male,40,United-States
43,Amer-Indian-Eskimo,Male,40,United-States
20,White,Female,40,Mexico
30,Black,Male,72,United-States
37,White,Male,45,United-States
33,White,Female,40,United-States
49,White,Male,40,United-States
65,White,Female,17,United-States
35,White,Male,55,United-States
27,White,Male,40,United-States
33,White,Male,45,United-States
18,White,Female,20,United-States
41,White,Male,50,United-States
38,White,Male,40,United-States
45,White,Male,40,United-States
18,White,Male,40,United-States
33,White,Female,38,El-Salvador
28,White,Male,40,?
47,Amer-Indian-Eskimo,Female,40,United-States
30,Black,Female,20,United-States
36,White,Male,40,United-States
21,White,Male,30,United-States
44,White,Male,40,United-States
33,White,Male,20,United-States
61,Black,Male,6,United-States
29,White,Male,40,United-States
45,White,Male,40,United-States
18,White,Female,60,United-States
29,White,Male,56,United-States
27,White,Female,40,United-States
21,White,Male,20,United-States
22,White,Female,35,United-States
49,White,Male,45,United-States
35,White,Male,50,United-States
47,White,Male,40,United-States
37,White,Male,40,United-States
37,White,Male,48,United-States
26,White,Male,40,United-States
18,White,Male,40,United-States
55,White,Male,45,United-States
47,White,Male,50,United-States
59,Amer-Indian-Eskimo,Female,40,United-States
70,White,Female,5,United-States
53,White,Male,40,France
39,White,Female,40,United-States
38,White,Male,40,United-States
33,White,Female,50,Columbia
19,White,Male,40,United-States
28,White,Male,40,United-States
74,White,Female,1,United-States
40,White,Male,40,United-States
35,White,Male,40,United-States
35,White,Male,50,United-States
41,White,Male,40,United-States
38,White,Male,50,United-States
29,White,Male,35,United-States
46,White,Male,50,United-States
46,White,Female,40,United-States
40,White,Male,60,United-States
29,White,Male,40,United-States
39,Black,Male,60,United-States
31,White,Male,60,United-States
50,White,Female,70,United-States
31,White,Female,40,United-States
27,White,Male,45,United-States
27,Black,Male,25,United-States
28,White,Female,20,United-States
21,Black,Female,30,United-States
57,White,Male,40,United-States
56,White,Female,40,United-States
22,White,Female,40,United-States
48,White,Female,40,El-Salvador
36,Asian-Pac-Islander,Male,55,United-States
51,White,Male,40,United-States
39,White,Male,48,United-States
43,White,Male,70,United-States
38,Asian-Pac-Islander,Male,40,?
51,White,Male,40,United-States
43,White,Male,40,United-States
44,White,Male,40,United-States
35,White,Female,50,United-States
40,White,Male,40,United-States
39,Black,Female,12,United-States
47,White,Male,40,?
23,White,Female,15,United-States
26,White,Male,40,United-States
25,Black,Female,40,United-States
29,Black,Male,42,United-States
30,White,Male,45,United-States
57,Asian-Pac-Islander,Male,40,China
37,White,Male,40,United-States
39,White,Male,48,United-States
37,White,Female,40,United-States
45,White,Male,40,United-States
21,White,Female,16,United-States
25,Black,Female,40,United-States
61,Amer-Indian-Eskimo,Female,40,United-States
59,White,Male,15,United-States
28,White,Male,40,United-States
24,White,Female,40,United-States
47,White,Male,40,Cuba
29,White,Male,80,United-States
49,White,Female,20,United-States
41,White,Female,35,United-States
33,Black,Female,40,United-States
20,White,Male,40,United-States
40,White,Female,20,United-States
32,White,Male,16,United-States
48,Black,Male,40,United-States
24,White,Female,40,United-States
50,White,Male,38,United-States
31,Asian-Pac-Islander,Male,40,United-States
23,White,Male,55,United-States
35,White,Male,40,United-States
50,White,Male,40,United-States
39,White,Male,50,United-States
52,White,Male,48,Cuba
44,White,Male,80,United-States
43,White,Male,50,United-States
39,White,Male,40,United-States
33,White,Male,40,Mexico
31,White,Male,40,United-States
40,White,Female,40,United-States
28,White,Male,40,United-States
19,Asian-Pac-Islander,Female,25,Thailand
35,White,Male,50,United-States
44,White,Male,60,United-States
40,White,Male,40,England
20,White,Female,35,United-States
55,Black,Male,48,United-States
30,White,Male,35,United-States
38,White,Male,55,United-States
75,White,Male,20,United-States
17,White,Male,15,United-States
79,White,Male,40,Poland
20,White,Male,30,United-States
25,White,Male,30,United-States
27,White,Male,45,United-States
19,White,Female,20,United-States
21,Amer-Indian-Eskimo,Female,40,United-States
19,White,Male,20,United-States
42,White,Male,40,United-States
28,White,Male,36,United-States
47,White,Male,40,Iran
59,White,Female,32,United-States
50,White,Male,40,United-States
48,White,Male,80,United-States
33,White,Male,40,United-States
27,White,Female,40,United-States
45,White,Male,30,United-States
24,White,Male,40,United-States
31,White,Female,40,United-States
24,Black,Male,40,Mexico
29,White,Male,40,United-States
24,White,Male,30,United-States
24,White,Female,30,United-States
28,Black,Female,45,Jamaica
63,White,Male,40,United-States
36,White,Male,50,United-States
58,White,Male,40,United-States
51,White,Female,36,United-States
42,White,Male,50,United-States
39,White,Male,40,United-States
26,Asian-Pac-Islander,Female,40,United-States
39,White,Male,40,United-States
28,White,Male,45,United-States
51,Amer-Indian-Eskimo,Male,40,United-States
45,White,Male,40,United-States
45,White,Male,40,United-States
23,White,Female,40,United-States
38,White,Male,40,United-States
38,White,Male,36,Mexico
39,White,Male,40,United-States
52,White,Male,50,United-States
17,White,Female,6,United-States
31,White,Male,50,United-States
22,Black,Male,24,United-States
47,White,Female,38,United-States
28,White,Female,40,United-States
30,Black,Female,40,United-States
41,White,Male,50,United-States
29,Black,Male,42,United-States
42,White,Male,60,United-States
52,White,Male,40,United-States
35,White,Female,40,United-States
28,White,Female,40,United-States
46,White,Male,46,United-States
21,White,Female,40,United-States
45,Black,Female,40,United-States
21,White,Male,40,United-States
74,White,Male,20,United-States
29,White,Male,40,United-States
39,White,Female,40,United-States
44,White,Male,45,United-States
23,White,Male,40,United-States
32,Black,Female,40,United-States
61,White,Female,40,United-States
43,White,Female,30,United-States
23,Asian-Pac-Islander,Female,40,Laos
18,White,Female,38,United-States
38,White,Male,40,United-States
33,White,Male,35,United-States
19,Asian-Pac-Islander,Female,35,South
23,White,Male,40,United-States
37,White,Male,45,United-States
25,White,Male,40,United-States
36,White,Male,43,?
45,Black,Female,40,United-States
32,White,Female,48,United-States
65,Asian-Pac-Islander,Female,15,United-States
18,White,Male,40,United-States
25,White,Male,40,Mexico
29,White,Male,65,?
53,White,Male,40,United-States
33,White,Male,60,United-States
27,White,Male,45,United-States
24,White,Male,40,United-States
54,White,Male,50,United-States
23,White,Female,30,United-States
45,Asian-Pac-Islander,Female,40,United-States
36,White,Female,35,United-States
36,White,Male,40,United-States
44,White,Female,40,United-States
24,Black,Male,40,United-States
39,White,Male,70,United-States
50,White,Female,40,United-States
38,White,Female,40,United-States
58,White,Female,40,United-States
44,Black,Male,48,United-States
24,Asian-Pac-Islander,Male,55,United-States
52,White,Male,40,United-States
46,White,Male,40,United-States
50,White,Male,60,United-States
34,White,Male,44,United-States
40,Black,Male,40,United-States
53,White,Female,40,United-States
24,White,Female,40,United-States
58,White,Male,70,United-States
26,White,Male,45,United-States
22,White,Male,40,United-States
36,White,Male,40,United-States
78,White,Female,4,United-States
36,White,Male,45,Germany
43,White,Female,28,United-States
60,White,Male,40,United-States
49,White,Male,40,United-States
50,White,Male,63,?
34,Black,Male,10,United-States
46,White,Male,40,United-States
46,Black,Male,40,United-States
69,White,Male,20,United-States
32,White,Male,40,United-States
40,White,Male,50,United-States
61,White,Male,45,United-States
56,White,Male,40,United-States
47,White,Male,40,United-States
29,Black,Male,40,United-States
37,White,Male,46,United-States
51,White,Female,50,United-States
44,White,Male,40,United-States
33,White,Female,40,United-States
51,White,Male,80,United-States
24,White,Male,40,United-States
37,White,Female,40,United-States
40,White,Male,40,United-States
34,White,Male,40,United-States
61,White,Female,40,United-States
56,White,Male,40,?
69,White,Female,20,United-States
41,White,Female,10,United-States
40,White,Male,40,United-States
57,Black,Male,40,United-States
26,White,Male,55,United-States
53,White,Male,46,United-States
90,White,Female,15,United-States
39,White,Male,55,United-States
51,White,Female,40,United-States
56,White,Male,40,Puerto-Rico
51,Black,Female,40,United-States
17,White,Male,20,United-States
42,White,Female,50,United-States
42,White,Female,40,United-States
29,White,Male,45,Germany
33,White,Male,40,United-States
47,White,Male,60,?
43,White,Male,40,United-States
64,White,Male,9,United-States
40,White,Male,60,United-States
21,White,Male,40,Mexico
31,White,Male,40,United-States
60,Asian-Pac-Islander,Female,40,United-States
32,White,Male,40,United-States
66,White,Male,20,United-States
27,Black,Male,20,United-States
40,White,Female,40,United-States
27,White,Female,40,United-States
18,White,Male,30,United-States
43,Black,Female,40,United-States
52,White,Male,48,United-States
31,White,Male,85,United-States
28,White,Male,60,United-States
44,White,Female,35,United-States
37,White,Male,84,United-States
35,White,Male,50,United-States
42,Black,Male,40,United-States
18,Black,Male,10,United-States
46,White,Male,60,United-States
54,White,Male,40,United-States
54,White,Male,50,United-States
56,White,Female,45,Germany
27,White,Male,50,United-States
26,White,Female,40,Mexico
41,White,Male,40,United-States
41,White,Male,40,?
32,White,Female,40,United-States
18,White,Female,30,United-States
36,White,Male,65,United-States
37,White,Male,40,United-States
31,White,Male,25,Mexico
46,White,Male,51,United-States
24,White,Male,40,United-States
25,Asian-Pac-Islander,Male,35,Taiwan
55,White,Male,50,United-States
64,White,Male,40,United-States
30,White,Female,40,United-States
65,White,Male,99,United-States
46,White,Male,40,United-States
45,White,Male,60,United-States
18,White,Female,25,United-States
32,White,Male,40,United-States
38,Other,Female,50,?
34,White,Male,45,Germany
35,White,Male,40,United-States
26,White,Male,40,United-States
24,White,Male,35,United-States
45,White,Male,80,United-States
36,White,Female,34,United-States
44,Other,Male,40,Nicaragua
23,White,Female,60,United-States
57,White,Male,55,United-States
41,White,Male,60,Mexico
20,Black,Male,30,Puerto-Rico
32,White,Male,36,United-States
60,White,Female,40,United-States
38,White,Female,20,United-States
29,White,Female,45,United-States
22,White,Male,40,United-States
21,Asian-Pac-Islander,Male,30,India
40,White,Male,40,United-States
59,White,Male,45,United-States
45,White,Male,45,United-States
76,White,Female,13,United-States
45,White,Male,40,United-States
49,White,Female,70,United-States
36,Black,Female,60,United-States
22,White,Male,35,United-States
47,White,Female,44,United-States
26,White,Male,55,United-States
21,White,Male,40,United-States
27,White,Female,15,United-States
26,White,Male,40,United-States
20,White,Female,25,United-States
31,White,Male,45,England
57,Black,Female,40,United-States
39,White,Female,40,United-States
36,Black,Male,40,England
66,White,Male,45,United-States
34,White,Male,40,United-States
80,White,Male,25,United-States
21,White,Female,40,United-States
40,White,Male,32,United-States
49,White,Female,30,United-States
48,White,Female,60,United-States
19,White,Male,24,United-States
42,Black,Male,40,United-States
59,White,Male,45,United-States
63,White,Female,40,United-States
26,White,Male,40,United-States
41,White,Female,35,United-States
42,White,Male,40,United-States
19,White,Male,20,United-States
45,White,Female,25,United-States
47,White,Female,30,United-States
47,White,Female,40,United-States
34,White,Male,40,England
49,White,Male,40,United-States
36,White,Male,40,United-States
53,White,Male,40,United-States
21,White,Male,45,United-States
39,White,Male,40,United-States
52,White,Male,40,United-States
18,White,Female,35,United-States
59,Asian-Pac-Islander,Male,40,United-States
50,White,Male,50,United-States
31,Asian-Pac-Islander,Male,40,United-States
52,White,Female,40,United-States
41,White,Male,40,United-States
45,White,Male,40,United-States
54,White,Female,40,United-States
22,White,Male,25,United-States
50,White,Male,40,United-States
20,White,Female,32,United-States
43,White,Female,40,United-States
48,White,Male,40,United-States
24,White,Male,45,United-States
54,White,Male,40,United-States
26,White,Male,40,United-States
53,White,Male,40,United-States
51,White,Male,40,United-States
54,White,Male,44,United-States
32,White,Male,49,United-States
46,Black,Male,40,United-States
60,White,Male,12,United-States
52,White,Female,45,United-States
44,White,Female,40,United-States
56,White,Male,40,United-States
57,White,Male,40,United-States
35,Black,Female,40,United-States
30,White,Female,40,United-States
29,White,Male,35,United-States
49,White,Male,66,United-States
28,White,Male,40,United-States
30,Black,Female,40,United-States
45,White,Male,40,United-States
17,White,Male,12,United-States
54,White,Male,40,United-States
31,White,Male,40,United-States
54,White,Male,50,United-States
55,White,Male,40,United-States
26,White,Female,40,?
37,White,Male,50,United-States
34,Amer-Indian-Eskimo,Male,48,United-States
38,White,Male,40,Canada
51,White,Male,45,United-States
41,Asian-Pac-Islander,Male,60,United-States
24,White,Male,40,United-States
56,White,Male,50,United-States
33,Asian-Pac-Islander,Male,40,United-States
31,White,Male,40,United-States
27,Black,Male,50,United-States
32,White,Male,45,United-States
35,White,Male,40,Puerto-Rico
43,White,Male,45,United-States
40,White,Female,36,United-States
19,White,Male,53,United-States
23,White,Male,32,United-States
40,White,Male,40,United-States
59,White,Male,38,United-States
43,White,Male,40,United-States
43,White,Male,60,?
53,White,Female,40,United-States
26,White,Male,40,United-States
68,White,Male,20,United-States
41,White,Male,48,United-States
32,White,Male,40,United-States
25,White,Male,40,United-States
20,White,Male,40,United-States
22,White,Male,15,United-States
33,White,Male,40,United-States
26,White,Male,40,United-States
29,Black,Female,25,United-States
20,White,Female,23,United-States
68,White,Male,42,?
58,White,Female,40,United-States
32,White,Male,40,United-States
23,White,Female,25,United-States
30,White,Male,40,Mexico
67,White,Male,8,United-States
26,White,Female,32,United-States
53,White,Male,35,United-States
27,White,Male,60,United-States
29,White,Male,65,United-States
38,White,Male,40,United-States
17,Black,Female,40,United-States
48,White,Male,40,United-States
52,Black,Female,40,?
28,White,Female,40,United-States
18,White,Male,15,United-States
28,White,Male,30,United-States
34,White,Male,40,United-States
62,White,Male,40,United-States
46,White,Male,40,Mexico
30,White,Female,40,United-States
20,White,Male,40,United-States
29,White,Male,50,United-States
55,Black,Male,25,United-States
20,White,Male,24,United-States
54,Black,Male,40,United-States
27,White,Male,30,United-States
43,White,Male,55,United-States
17,White,Male,40,United-States
48,White,Male,72,United-States
34,White,Male,40,United-States
66,Black,Male,40,United-States
29,White,Female,40,United-States
43,Black,Male,40,United-States
37,White,Female,40,United-States
56,White,Male,40,United-States
58,White,Male,40,United-States
54,Black,Male,40,Jamaica
45,White,Male,41,United-States
29,White,Male,40,United-States
26,White,Female,40,United-States
43,Black,Male,40,United-States
33,White,Male,40,United-States
45,White,Male,42,United-States
25,White,Male,30,United-States
25,White,Male,40,United-States
69,White,Male,5,United-States
37,White,Male,40,United-States
20,White,Male,25,United-States
39,White,Female,24,United-States
17,White,Female,20,United-States
27,White,Male,40,United-States
26,Black,Female,40,United-States
55,White,Male,40,Mexico
39,White,Male,60,United-States
41,White,Female,40,United-States
34,White,Male,40,Mexico
51,White,Male,50,United-States
67,Black,Male,12,?
40,White,Male,40,United-States
58,White,Male,40,United-States
23,White,Female,40,United-States
45,White,Male,50,United-States
51,White,Male,50,United-States
43,White,Male,40,United-States
25,White,Female,50,United-States
36,White,Male,40,United-States
58,White,Male,50,United-States
33,White,Male,40,United-States
60,White,Male,40,United-States
24,Asian-Pac-Islander,Male,40,South
45,White,Female,46,United-States
49,White,Female,40,United-States
19,White,Female,40,United-States
34,Asian-Pac-Islander,Female,38,Philippines
42,White,Male,40,United-States
25,White,Female,50,United-States
73,White,Male,15,United-States
59,White,Male,15,El-Salvador
28,White,Male,40,United-States
19,White,Male,30,United-States
31,White,Female,40,United-States
58,White,Male,48,United-States
21,White,Male,13,?
47,White,Male,50,United-States
30,White,Male,40,United-States
41,Asian-Pac-Islander,Male,40,China
59,White,Female,40,England
43,White,Male,51,United-States
48,White,Female,40,United-States
44,White,Male,50,United-States
44,Black,Female,40,United-States
24,Black,Female,40,United-States
28,White,Male,43,United-States
50,White,Female,10,United-States
33,White,Male,40,United-States
23,White,Female,50,United-States
30,White,Male,40,United-States
46,White,Male,40,United-States
21,White,Male,10,United-States
52,Black,Female,30,United-States
26,White,Male,50,United-States
