age,education,sex,relationship,marital-status,income
30,Some-college,Female,Unmarried,Divorced,<=50K
49,Some-college,Male,Husband,Married-civ-spouse,>50K
41,HS-grad,Male,Husband,Married-civ-spouse,<=50K
27,Some-college,Male,Husband,Married-civ-spouse,<=50K
64,Some-college,Male,Husband,Married-civ-spouse,<=50K
41,HS-grad,Male,Husband,Married-civ-spouse,<=50K
37,Bachelors,Male,Husband,Married-civ-spouse,>50K
51,5th-6th,Female,Unmarried,Separated,<=50K
35,Some-college,Female,Unmarried,Divorced,<=50K
61,1st-4th,Male,Husband,Married-civ-spouse,<=50K
52,7th-8th,Female,Own-child,Divorced,<=50K
40,Assoc-acdm,Male,Husband,Married-civ-spouse,>50K
20,HS-grad,Male,Own-child,Never-married,<=50K
52,Masters,Male,Husband,Married-civ-spouse,<=50K
50,Some-college,Male,Husband,Married-civ-spouse,>50K
49,Bachelors,Female,Unmarried,Divorced,>50K
36,Bachelors,Female,Unmarried,Never-married,<=50K
33,Masters,Male,Unmarried,Never-married,<=50K
40,HS-grad,Male,Husband,Married-civ-spouse,<=50K
45,Bachelors,Male,Husband,Married-civ-spouse,>50K
22,Some-college,Female,Own-child,Never-married,<=50K
47,Masters,Female,Wife,Married-civ-spouse,>50K
24,HS-grad,Male,Not-in-family,Never-married,<=50K
19,Some-college,Female,Not-in-family,Never-married,<=50K
40,HS-grad,Female,Not-in-family,Divorced,<=50K
40,Some-college,Female,Not-in-family,Never-married,>50K
54,HS-grad,Male,Husband,Married-civ-spouse,>50K
43,Prof-school,Male,Husband,Married-civ-spouse,>50K
63,Bachelors,Male,Husband,Married-civ-spouse,<=50K
18,11th,Female,Own-child,Never-married,<=50K
19,1st-4th,Male,Other-relative,Never-married,<=50K
49,HS-grad,Male,Husband,Married-civ-spouse,<=50K
27,Masters,Male,Husband,Married-civ-spouse,>50K
49,Masters,Female,Not-in-family,Divorced,<=50K
60,HS-grad,Male,Husband,Married-civ-spouse,<=50K
71,HS-grad,Male,Husband,Married-civ-spouse,<=50K
34,HS-grad,Male,Husband,Married-civ-spouse,<=50K
29,Bachelors,Female,Wife,Married-civ-spouse,>50K
30,Some-college,Male,Husband,Married-civ-spouse,<=50K
46,HS-grad,Male,Own-child,Never-married,<=50K
32,Assoc-voc,Male,Husband,Married-civ-spouse,<=50K
25,HS-grad,Male,Not-in-family,Never-married,<=50K
25,Masters,Male,Unmarried,Never-married,<=50K
22,Some-college,Female,Wife,Married-AF-spouse,>50K
32,Some-college,Male,Husband,Married-civ-spouse,<=50K
40,Doctorate,Female,Wife,Married-civ-spouse,>50K
51,Masters,Male,Not-in-family,Never-married,>50K
20,HS-grad,Male,Own-child,Never-married,<=50K
34,HS-grad,Female,Not-in-family,Divorced,<=50K
40,Some-college,Male,Not-in-family,Never-married,<=50K
34,Assoc-voc,Female,Unmarried,Never-married,<=50K
19,10th,Male,Own-child,Never-married,<=50K
53,10th,Male,Husband,Married-civ-spouse,<=50K
42,Some-college,Male,Husband,Married-civ-spouse,>50K
38,Masters,Male,Husband,Married-civ-spouse,>50K
41,HS-grad,Male,Husband,Married-civ-spouse,>50K
64,Prof-school,Male,Husband,Married-civ-spouse,<=50K
30,Some-college,Male,Not-in-family,Never-married,<=50K
20,11th,Male,Own-child,Married-civ-spouse,<=50K
19,HS-grad,Female,Own-child,Never-married,<=50K
20,HS-grad,Male,Other-relative,Never-married,<=50K
35,Bachelors,Male,Husband,Married-civ-spouse,<=50K
33,HS-grad,Male,Husband,Married-civ-spouse,<=50K
43,Some-college,Male,Husband,Married-civ-spouse,>50K
38,Some-college,Female,Unmarried,Divorced,<=50K
50,Some-college,Female,Wife,Married-civ-spouse,<=50K
23,HS-grad,Female,Own-child,Divorced,<=50K
30,Some-college,Female,Own-child,Never-married,<=50K
33,Bachelors,Female,Unmarried,Separated,<=50K
48,HS-grad,Male,Not-in-family,Divorced,<=50K
43,Bachelors,Female,Unmarried,Divorced,<=50K
33,Some-college,Male,Not-in-family,Never-married,<=50K
50,Masters,Male,Husband,Married-civ-spouse,>50K
23,Some-college,Male,Husband,Married-civ-spouse,>50K
36,Some-college,Male,Not-in-family,Divorced,<=50K
50,HS-grad,Female,Unmarried,Divorced,<=50K
26,HS-grad,Female,Wife,Married-civ-spouse,<=50K
55,Masters,Female,Wife,Married-civ-spouse,<=50K
37,HS-grad,Male,Husband,Married-civ-spouse,<=50K
43,HS-grad,Male,Husband,Married-civ-spouse,<=50K
38,Some-college,Male,Husband,Married-civ-spouse,<=50K
42,7th-8th,Male,Husband,Married-civ-spouse,<=50K
47,Doctorate,Male,Husband,Married-civ-spouse,<=50K
44,Bachelors,Male,Husband,Married-civ-spouse,<=50K
28,HS-grad,Male,Husband,Married-civ-spouse,<=50K
51,Some-college,Female,Not-in-family,Widowed,<=50K
51,HS-grad,Male,Husband,Married-civ-spouse,<=50K
49,Bachelors,Male,Husband,Married-civ-spouse,<=50K
62,Doctorate,Male,Husband,Married-civ-spouse,>50K
31,Some-college,Female,Unmarried,Never-married,<=50K
29,11th,Female,Wife,Married-civ-spouse,<=50K
23,Some-college,Male,Not-in-family,Never-married,<=50K
40,Some-college,Female,Not-in-family,Divorced,<=50K
66,7th-8th,Male,Husband,Married-civ-spouse,<=50K
17,11th,Female,Not-in-family,Never-married,<=50K
37,Some-college,Male,Husband,Married-civ-spouse,>50K
69,Prof-school,Male,Husband,Married-civ-spouse,<=50K
23,Bachelors,Female,Not-in-family,Never-married,<=50K
38,HS-grad,Male,Husband,Married-civ-spouse,>50K
37,HS-grad,Male,Husband,Married-civ-spouse,<=50K
38,Some-college,Female,Not-in-family,Divorced,<=50K
38,9th,Male,Husband,Married-civ-spouse,<=50K
37,Bachelors,Female,Not-in-family,Never-married,<=50K
37,HS-grad,Male,Husband,Married-civ-spouse,>50K
23,9th,Male,Unmarried,Never-married,<=50K
17,10th,Female,Own-child,Never-married,<=50K
48,Bachelors,Male,Husband,Married-civ-spouse,<=50K
17,11th,Female,Own-child,Never-married,<=50K
55,Masters,Male,Husband,Married-civ-spouse,>50K
35,Some-college,Male,Husband,Married-civ-spouse,>50K
68,Some-college,Female,Wife,Married-civ-spouse,>50K
35,Bachelors,Male,Husband,Married-civ-spouse,<=50K
53,Bachelors,Male,Husband,Married-civ-spouse,>50K
43,HS-grad,Male,Husband,Married-civ-spouse,<=50K
36,Masters,Male,Own-child,Never-married,<=50K
24,HS-grad,Female,Unmarried,Separated,<=50K
45,Some-college,Male,Husband,Married-civ-spouse,<=50K
34,Some-college,Female,Wife,Married-civ-spouse,<=50K
56,HS-grad,Female,Not-in-family,Never-married,<=50K
36,HS-grad,Male,Husband,Married-civ-spouse,>50K
22,Some-college,Male,Own-child,Never-married,<=50K
19,9th,Male,Other-relative,Never-married,<=50K
33,HS-grad,Male,Own-child,Never-married,<=50K
48,HS-grad,Female,Not-in-family,Never-married,<=50K
20,Some-college,Female,Own-child,Never-married,<=50K
64,Assoc-acdm,Male,Husband,Married-civ-spouse,>50K
47,11th,Male,Husband,Married-civ-spouse,<=50K
20,Some-college,Female,Not-in-family,Never-married,<=50K
44,Bachelors,Female,Not-in-family,Divorced,<=50K
45,Bachelors,Male,Husband,Married-civ-spouse,<=50K
45,HS-grad,Female,Wife,Married-civ-spouse,>50K
45,Masters,Male,Husband,Married-civ-spouse,>50K
27,Bachelors,Male,Not-in-family,Never-married,<=50K
41,HS-grad,Male,Husband,Married-civ-spouse,>50K
20,HS-grad,Male,Not-in-family,Never-married,<=50K
54,Bachelors,Male,Husband,Married-civ-spouse,>50K
17,10th,Female,Own-child,Never-married,<=50K
50,HS-grad,Male,Husband,Married-civ-spouse,>50K
31,Masters,Male,Not-in-family,Never-married,<=50K
49,HS-grad,Male,Not-in-family,Never-married,<=50K
44,Masters,Male,Husband,Married-civ-spouse,<=50K
49,HS-grad,Male,Not-in-family,Divorced,<=50K
28,Bachelors,Male,Not-in-family,Never-married,<=50K
43,Some-college,Male,Husband,Married-civ-spouse,>50K
33,Assoc-acdm,Female,Unmarried,Divorced,<=50K
35,Some-college,Female,Unmarried,Divorced,<=50K
17,11th,Female,Own-child,Never-married,<=50K
25,HS-grad,Male,Husband,Married-civ-spouse,<=50K
41,HS-grad,Female,Unmarried,Divorced,<=50K
30,Masters,Male,Unmarried,Never-married,<=50K
48,Assoc-voc,Male,Husband,Married-civ-spouse,>50K
61,Some-college,Male,Husband,Married-civ-spouse,<=50K
41,HS-grad,Male,Not-in-family,Separated,<=50K
36,HS-grad,Male,Not-in-family,Never-married,<=50K
24,Some-college,Male,Not-in-family,Never-married,<=50K
27,HS-grad,Male,Own-child,Never-married,<=50K
18,11th,Female,Own-child,Never-married,<=50K
20,Some-college,Female,Own-child,Never-married,<=50K
18,Some-college,Male,Own-child,Never-married,<=50K
23,HS-grad,Male,Husband,Married-civ-spouse,<=50K
43,Masters,Male,Husband,Married-civ-spouse,>50K
38,Some-college,Female,Wife,Married-civ-spouse,<=50K
36,Some-college,Female,Unmarried,Divorced,<=50K
28,Bachelors,Male,Not-in-family,Never-married,<=50K
47,Some-college,Male,Husband,Married-civ-spouse,<=50K
51,Doctorate,Male,Husband,Married-civ-spouse,>50K
35,Bachelors,Male,Husband,Married-civ-spouse,>50K
38,Bachelors,Male,Husband,Married-civ-spouse,<=50K
47,Some-college,Male,Husband,Married-civ-spouse,>50K
26,11th,Female,Not-in-family,Divorced,<=50K
31,Some-college,Male,Not-in-family,Divorced,>50K
46,Some-college,Female,Unmarried,Divorced,<=50K
49,Some-college,Female,Unmarried,Never-married,<=50K
19,HS-grad,Female,Own-child,Never-married,<=50K
45,Some-college,Male,Husband,Married-civ-spouse,<=50K
46,Bachelors,Male,Husband,Married-civ-spouse,>50K
70,Some-college,Male,Husband,Married-civ-spouse,<=50K
19,Some-college,Female,Own-child,Never-married,<=50K
46,Assoc-voc,Male,Husband,Married-civ-spouse,<=50K
20,Some-college,Male,Own-child,Never-married,<=50K
17,11th,Female,Other-relative,Never-married,<=50K
43,Some-college,Male,Husband,Married-civ-spouse,>50K
19,Some-college,Female,Own-child,Never-married,<=50K
37,HS-grad,Male,Husband,Married-civ-spouse,<=50K
51,HS-grad,Female,Unmarried,Widowed,<=50K
40,Bachelors,Male,Husband,Married-civ-spouse,>50K
24,Some-college,Male,Own-child,Never-married,<=50K
31,Assoc-acdm,Male,Husband,Married-civ-spouse,<=50K
59,Assoc-voc,Male,Husband,Married-civ-spouse,>50K
27,HS-grad,Female,Unmarried,Never-married,<=50K
40,Bachelors,Male,Husband,Married-civ-spouse,>50K
30,HS-grad,Male,Husband,Married-civ-spouse,<=50K
28,Assoc-acdm,Male,Own-child,Never-married,<=50K
25,HS-grad,Male,Own-child,Never-married,<=50K
22,Bachelors,Female,Not-in-family,Never-married,<=50K
21,Some-college,Male,Own-child,Never-married,<=50K
67,Some-college,Male,Husband,Married-civ-spouse,<=50K
35,Bachelors,Female,Not-in-family,Never-married,>50K
54,HS-grad,Male,Husband,Married-civ-spouse,<=50K
36,HS-grad,Male,Husband,Married-civ-spouse,<=50K
29,Bachelors,Male,Husband,Married-civ-spouse,<=50K
32,HS-grad,Female,Unmarried,Never-married,<=50K
55,HS-grad,Male,Not-in-family,Divorced,<=50K
56,Masters,Female,Unmarried,Divorced,<=50K
19,Some-college,Male,Own-child,Never-married,<=50K
36,HS-grad,Female,Not-in-family,Never-married,<=50K
58,HS-grad,Female,Not-in-family,Widowed,>50K
35,HS-grad,Female,Unmarried,Divorced,<=50K
44,10th,Female,Unmarried,Separated,<=50K
40,HS-grad,Male,Husband,Married-civ-spouse,<=50K
18,HS-grad,Female,Own-child,Never-married,<=50K
71,HS-grad,Male,Husband,Married-civ-spouse,<=50K
51,HS-grad,Male,Husband,Married-civ-spouse,>50K
27,HS-grad,Male,Own-child,Never-married,<=50K
20,12th,Male,Own-child,Never-married,<=50K
33,11th,Female,Not-in-family,Never-married,<=50K
34,Assoc-voc,Female,Unmarried,Divorced,<=50K
28,Assoc-voc,Male,Husband,Married-civ-spouse,>50K
23,Some-college,Female,Not-in-family,Never-married,<=50K
36,Some-college,Male,Husband,Married-civ-spouse,<=50K
42,Prof-school,Female,Not-in-family,Divorced,>50K
31,Bachelors,Male,Not-in-family,Never-married,>50K
19,HS-grad,Male,Own-child,Never-married,<=50K
38,Masters,Male,Not-in-family,Divorced,<=50K
22,HS-grad,Female,Unmarried,Never-married,<=50K
36,Assoc-voc,Female,Unmarried,Divorced,<=50K
36,Masters,Male,Husband,Married-civ-spouse,>50K
17,11th,Male,Own-child,Never-married,<=50K
30,Some-college,Female,Own-child,Never-married,<=50K
35,9th,Male,Husband,Married-civ-spouse,<=50K
32,Masters,Male,Not-in-family,Never-married,>50K
42,Bachelors,Male,Husband,Married-civ-spouse,>50K
54,Some-college,Female,Not-in-family,Never-married,>50K
36,Bachelors,Male,Husband,Married-civ-spouse,>50K
58,10th,Male,Not-in-family,Never-married,<=50K
39,Assoc-voc,Male,Husband,Married-civ-spouse,<=50K
62,HS-grad,Female,Not-in-family,Widowed,<=50K
51,HS-grad,Male,Unmarried,Divorced,<=50K
52,Some-college,Female,Not-in-family,Divorced,<=50K
25,HS-grad,Female,Own-child,Never-married,<=50K
26,Bachelors,Female,Not-in-family,Never-married,<=50K
26,10th,Male,Own-child,Married-civ-spouse,<=50K
59,Bachelors,Female,Not-in-family,Never-married,<=50K
21,HS-grad,Male,Other-relative,Never-married,<=50K
45,Masters,Male,Husband,Married-civ-spouse,>50K
26,HS-grad,Male,Husband,Married-civ-spouse,<=50K
68,10th,Male,Unmarried,Widowed,<=50K
60,HS-grad,Male,Husband,Married-civ-spouse,>50K
65,HS-grad,Male,Husband,Married-civ-spouse,<=50K
41,Masters,Female,Unmarried,Divorced,<=50K
34,HS-grad,Male,Husband,Married-civ-spouse,<=50K
28,HS-grad,Male,Husband,Married-civ-spouse,<=50K
40,Assoc-voc,Female,Not-in-family,Never-married,<=50K
57,Masters,Male,Husband,Married-civ-spouse,>50K
37,11th,Male,Husband,Married-civ-spouse,<=50K
34,10th,Male,Not-in-family,Divorced,<=50K
21,11th,Female,Wife,Married-civ-spouse,<=50K
57,Bachelors,Male,Husband,Married-civ-spouse,>50K
55,Bachelors,Male,Husband,Married-civ-spouse,>50K
51,HS-grad,Male,Not-in-family,Never-married,<=50K
56,Bachelors,Male,Husband,Married-civ-spouse,>50K
32,Some-college,Male,Not-in-family,Never-married,<=50K
18,Some-college,Male,Own-child,Never-married,<=50K
48,Assoc-voc,Male,Not-in-family,Married-spouse-absent,<=50K
46,Bachelors,Male,Husband,Married-civ-spouse,>50K
41,Prof-school,Male,Husband,Married-civ-spouse,>50K
33,HS-grad,Male,Husband,Married-civ-spouse,<=50K
33,HS-grad,Male,Own-child,Never-married,<=50K
47,5th-6th,Male,Other-relative,Married-spouse-absent,<=50K
46,HS-grad,Female,Wife,Married-civ-spouse,>50K
40,HS-grad,Female,Unmarried,Divorced,<=50K
42,HS-grad,Male,Husband,Married-civ-spouse,<=50K
31,Bachelors,Male,Husband,Married-civ-spouse,>50K
51,11th,Male,Husband,Married-civ-spouse,<=50K
44,Some-college,Female,Unmarried,Divorced,<=50K
37,HS-grad,Female,Unmarried,Separated,<=50K
25,11th,Female,Own-child,Never-married,<=50K
63,7th-8th,Male,Husband,Married-civ-spouse,>50K
52,HS-grad,Male,Not-in-family,Divorced,<=50K
42,Some-college,Female,Not-in-family,Divorced,<=50K
28,HS-grad,Female,Not-in-family,Never-married,<=50K
30,Masters,Male,Not-in-family,Never-married,>50K
34,Bachelors,Male,Husband,Married-civ-spouse,<=50K
37,Assoc-acdm,Female,Wife,Married-civ-spouse,>50K
31,HS-grad,Male,Husband,Married-civ-spouse,<=50K
35,Some-college,Female,Not-in-family,Divorced,<=50K
25,Some-college,Female,Own-child,Never-married,<=50K
38,HS-grad,Male,Not-in-family,Divorced,<=50K
43,HS-grad,Male,Not-in-family,Never-married,<=50K
22,Some-college,Female,Other-relative,Never-married,<=50K
18,11th,Male,Own-child,Never-married,<=50K
26,HS-grad,Female,Not-in-family,Never-married,<=50K
36,HS-grad,Male,Husband,Married-civ-spouse,>50K
43,HS-grad,Male,Not-in-family,Divorced,<=50K
21,Some-college,Female,Not-in-family,Never-married,<=50K
62,Some-college,Female,Not-in-family,Widowed,<=50K
26,HS-grad,Male,Husband,Married-civ-spouse,<=50K
54,Bachelors,Male,Husband,Married-civ-spouse,>50K
18,11th,Female,Own-child,Never-married,<=50K
65,HS-grad,Male,Husband,Married-civ-spouse,<=50K
41,HS-grad,Male,Not-in-family,Never-married,<=50K
31,9th,Female,Unmarried,Never-married,<=50K
56,9th,Female,Unmarried,Divorced,<=50K
50,Bachelors,Male,Husband,Married-civ-spouse,>50K
22,Bachelors,Female,Own-child,Never-married,<=50K
36,Some-college,Male,Husband,Married-civ-spouse,<=50K
48,Doctorate,Male,Husband,Married-civ-spouse,>50K
30,HS-grad,Female,Wife,Married-civ-spouse,<=50K
35,Some-college,Male,Husband,Married-civ-spouse,<=50K
37,HS-grad,Male,Husband,Married-civ-spouse,<=50K
32,HS-grad,Male,Husband,Married-civ-spouse,<=50K
56,Masters,Female,Wife,Married-civ-spouse,<=50K
29,HS-grad,Male,Not-in-family,Never-married,<=50K
41,Assoc-acdm,Male,Unmarried,Divorced,<=50K
38,HS-grad,Male,Not-in-family,Never-married,<=50K
34,9th,Female,Unmarried,Separated,<=50K
54,12th,Male,Own-child,Never-married,<=50K
36,Assoc-voc,Male,Own-child,Divorced,<=50K
42,Assoc-voc,Female,Not-in-family,Divorced,<=50K
33,HS-grad,Male,Husband,Married-civ-spouse,<=50K
21,HS-grad,Female,Own-child,Never-married,<=50K
69,10th,Male,Husband,Married-civ-spouse,<=50K
32,Assoc-acdm,Female,Not-in-family,Never-married,<=50K
50,HS-grad,Male,Husband,Married-civ-spouse,<=50K
40,12th,Male,Husband,Married-civ-spouse,<=50K
45,HS-grad,Female,Not-in-family,Divorced,<=50K
31,HS-grad,Male,Husband,Married-civ-spouse,<=50K
24,Bachelors,Female,Wife,Married-civ-spouse,<=50K
28,Bachelors,Male,Not-in-family,Never-married,>50K
21,Assoc-acdm,Female,Own-child,Never-married,<=50K
43,Assoc-voc,Male,Not-in-family,Divorced,<=50K
22,HS-grad,Female,Not-in-family,Never-married,<=50K
62,HS-grad,Male,Husband,Married-civ-spouse,<=50K
21,Some-college,Male,Not-in-family,Never-married,<=50K
37,Some-college,Male,Husband,Married-civ-spouse,<=50K
34,Some-college,Female,Unmarried,Divorced,<=50K
74,Bachelors,Male,Husband,Married-civ-spouse,>50K
43,Some-college,Female,Unmarried,Divorced,<=50K
25,Some-college,Female,Not-in-family,Never-married,<=50K
43,11th,Male,Husband,Married-civ-spouse,<=50K
23,11th,Male,Husband,Married-civ-spouse,<=50K
33,HS-grad,Female,Unmarried,Separated,<=50K
51,Bachelors,Male,Husband,Married-civ-spouse,>50K
64,Bachelors,Female,Unmarried,Never-married,<=50K
35,Some-college,Male,Not-in-family,Never-married,<=50K
69,10th,Male,Not-in-family,Married-spouse-absent,<=50K
32,Bachelors,Male,Husband,Married-civ-spouse,>50K
20,Some-college,Female,Own-child,Never-married,<=50K
66,HS-grad,Male,Husband,Married-civ-spouse,>50K
31,Some-college,Male,Not-in-family,Never-married,<=50K
22,Some-college,Female,Own-child,Never-married,<=50K
32,Prof-school,Male,Not-in-family,Never-married,<=50K
23,Assoc-acdm,Female,Own-child,Never-married,<=50K
21,Some-college,Male,Own-child,Never-married,<=50K
36,HS-grad,Female,Wife,Married-civ-spouse,<=50K
62,7th-8th,Male,Husband,Married-civ-spouse,<=50K
24,HS-grad,Male,Not-in-family,Never-married,<=50K
45,Some-college,Male,Husband,Married-civ-spouse,>50K
27,11th,Male,Husband,Married-civ-spouse,<=50K
38,Prof-school,Male,Husband,Married-civ-spouse,>50K
20,Some-college,Female,Own-child,Never-married,<=50K
30,Some-college,Male,Husband,Married-civ-spouse,<=50K
17,10th,Male,Own-child,Never-married,<=50K
17,11th,Male,Own-child,Never-married,<=50K
21,Assoc-voc,Male,Husband,Married-civ-spouse,<=50K
56,HS-grad,Male,Husband,Married-civ-spouse,<=50K
59,Masters,Female,Unmarried,Widowed,>50K
37,Some-college,Female,Unmarried,Divorced,<=50K
52,Some-college,Female,Unmarried,Divorced,<=50K
50,Some-college,Male,Husband,Married-civ-spouse,>50K
55,Bachelors,Male,Husband,Married-civ-spouse,>50K
55,Bachelors,Male,Husband,Married-civ-spouse,>50K
45,HS-grad,Female,Not-in-family,Divorced,<=50K
72,Some-college,Male,Husband,Married-civ-spouse,<=50K
39,Some-college,Female,Not-in-family,Divorced,<=50K
28,12th,Female,Not-in-family,Divorced,<=50K
38,Bachelors,Male,Other-relative,Divorced,<=50K
44,Some-college,Male,Not-in-family,Separated,<=50K
51,HS-grad,Male,Not-in-family,Never-married,<=50K
20,Some-college,Male,Own-child,Never-married,<=50K
25,Some-college,Female,Not-in-family,Never-married,<=50K
52,Some-college,Female,Other-relative,Divorced,>50K
45,HS-grad,Female,Not-in-family,Widowed,<=50K
17,11th,Female,Own-child,Never-married,<=50K
20,HS-grad,Female,Own-child,Never-married,<=50K
64,Masters,Male,Husband,Married-civ-spouse,<=50K
34,HS-grad,Male,Husband,Married-civ-spouse,<=50K
74,Some-college,Male,Husband,Married-civ-spouse,<=50K
58,11th,Female,Not-in-family,Divorced,>50K
44,Masters,Male,Husband,Married-civ-spouse,>50K
23,Assoc-acdm,Female,Not-in-family,Never-married,<=50K
23,HS-grad,Male,Own-child,Never-married,<=50K
27,Assoc-voc,Female,Other-relative,Never-married,<=50K
34,Bachelors,Male,Husband,Married-civ-spouse,>50K
18,HS-grad,Female,Own-child,Never-married,<=50K
33,11th,Female,Unmarried,Never-married,<=50K
50,Some-college,Male,Husband,Married-civ-spouse,<=50K
47,HS-grad,Male,Not-in-family,Divorced,<=50K
50,Prof-school,Male,Husband,Married-civ-spouse,>50K
18,11th,Female,Own-child,Never-married,<=50K
49,Prof-school,Female,Wife,Married-civ-spouse,>50K
34,Some-college,Male,Husband,Married-civ-spouse,<=50K
51,Masters,Male,Husband,Married-civ-spouse,>50K
56,Some-college,Male,Husband,Married-civ-spouse,>50K
64,HS-grad,Female,Unmarried,Widowed,<=50K
23,Some-college,Female,Not-in-family,Never-married,<=50K
33,Some-college,Male,Husband,Married-civ-spouse,<=50K
43,Masters,Male,Husband,Married-civ-spouse,<=50K
60,HS-grad,Male,Not-in-family,Divorced,>50K
57,12th,Female,Unmarried,Divorced,<=50K
22,Bachelors,Male,Not-in-family,Never-married,<=50K
23,Bachelors,Male,Own-child,Never-married,<=50K
54,Some-college,Male,Husband,Married-civ-spouse,>50K
39,HS-grad,Male,Husband,Married-civ-spouse,>50K
32,Masters,Male,Not-in-family,Never-married,<=50K
20,Some-college,Male,Own-child,Never-married,<=50K
30,Some-college,Male,Not-in-family,Never-married,<=50K
56,HS-grad,Male,Husband,Married-civ-spouse,<=50K
34,HS-grad,Male,Husband,Married-civ-spouse,<=50K
32,HS-grad,Male,Unmarried,Never-married,<=50K
59,Masters,Male,Husband,Married-civ-spouse,>50K
19,Some-college,Male,Own-child,Never-married,<=50K
60,9th,Female,Not-in-family,Widowed,<=50K
29,HS-grad,Male,Husband,Married-civ-spouse,<=50K
24,Some-college,Male,Husband,Married-civ-spouse,<=50K
41,Masters,Male,Not-in-family,Divorced,<=50K
23,7th-8th,Female,Other-relative,Married-civ-spouse,<=50K
32,HS-grad,Male,Husband,Married-civ-spouse,>50K
51,HS-grad,Male,Other-relative,Never-married,<=50K
18,HS-grad,Male,Own-child,Never-married,<=50K
28,Some-college,Female,Own-child,Never-married,<=50K
33,Some-college,Female,Wife,Married-civ-spouse,>50K
38,HS-grad,Female,Unmarried,Separated,<=50K
29,Bachelors,Male,Not-in-family,Never-married,<=50K
25,HS-grad,Male,Husband,Married-civ-spouse,<=50K
31,Prof-school,Male,Not-in-family,Never-married,<=50K
34,Bachelors,Female,Not-in-family,Married-spouse-absent,<=50K
34,HS-grad,Male,Husband,Married-civ-spouse,>50K
66,HS-grad,Male,Husband,Married-civ-spouse,>50K
41,5th-6th,Male,Husband,Married-civ-spouse,<=50K
62,7th-8th,Male,Husband,Married-civ-spouse,<=50K
58,HS-grad,Male,Husband,Married-civ-spouse,<=50K
40,HS-grad,Female,Unmarried,Separated,<=50K
24,Bachelors,Female,Own-child,Never-married,<=50K
47,HS-grad,Male,Husband,Married-civ-spouse,>50K
19,HS-grad,Male,Own-child,Never-married,<=50K
32,Some-college,Male,Husband,Married-civ-spouse,<=50K
51,Some-college,Female,Not-in-family,Divorced,<=50K
25,9th,Male,Husband,Married-civ-spouse,<=50K
60,Masters,Male,Husband,Married-civ-spouse,<=50K
22,Some-college,Male,Not-in-family,Never-married,<=50K
29,Bachelors,Female,Wife,Married-civ-spouse,>50K
20,HS-grad,Male,Own-child,Married-civ-spouse,<=50K
42,7th-8th,Male,Unmarried,Divorced,<=50K
18,HS-grad,Male,Own-child,Never-married,<=50K
23,10th,Female,Own-child,Married-civ-spouse,<=50K
28,Bachelors,Male,Husband,Married-civ-spouse,>50K
55,Bachelors,Female,Not-in-family,Divorced,>50K
40,HS-grad,Male,Not-in-family,Divorced,<=50K
52,Some-college,Male,Not-in-family,Divorced,<=50K
37,HS-grad,Male,Unmarried,Divorced,>50K
21,Some-college,Female,Own-child,Never-married,<=50K
35,Assoc-voc,Male,Not-in-family,Never-married,<=50K
45,Some-college,Male,Unmarried,Divorced,<=50K
39,HS-grad,Female,Unmarried,Divorced,<=50K
54,HS-grad,Male,Husband,Married-civ-spouse,<=50K
42,7th-8th,Female,Not-in-family,Divorced,<=50K
26,Some-college,Female,Wife,Married-civ-spouse,<=50K
59,Assoc-acdm,Male,Husband,Married-civ-spouse,<=50K
42,HS-grad,Female,Wife,Married-civ-spouse,>50K
22,Some-college,Female,Own-child,Never-married,<=50K
33,Bachelors,Female,Not-in-family,Never-married,<=50K
39,Some-college,Male,Husband,Married-civ-spouse,>50K
18,11th,Male,Own-child,Never-married,<=50K
46,Some-college,Male,Husband,Married-civ-spouse,>50K
24,Bachelors,Male,Not-in-family,Never-married,<=50K
28,Assoc-voc,Female,Wife,Married-civ-spouse,<=50K
21,HS-grad,Female,Own-child,Never-married,<=50K
22,11th,Male,Own-child,Never-married,<=50K
61,5th-6th,Male,Husband,Married-civ-spouse,>50K
56,Some-college,Male,Husband,Married-civ-spouse,<=50K
21,Some-college,Female,Own-child,Never-married,<=50K
17,10th,Male,Own-child,Never-married,<=50K
29,Some-college,Male,Husband,Married-civ-spouse,>50K
28,HS-grad,Male,Husband,Married-civ-spouse,>50K
62,HS-grad,Female,Not-in-family,Widowed,<=50K
39,HS-grad,Male,Not-in-family,Separated,<=50K
30,HS-grad,Male,Not-in-family,Never-married,<=50K
20,11th,Male,Unmarried,Never-married,<=50K
18,11th,Male,Own-child,Never-married,<=50K
54,HS-grad,Male,Own-child,Never-married,<=50K
49,Some-college,Male,Husband,Married-civ-spouse,>50K
33,Doctorate,Male,Husband,Married-civ-spouse,<=50K
50,Bachelors,Male,Husband,Married-civ-spouse,>50K
57,HS-grad,Male,Husband,Married-civ-spouse,<=50K
50,HS-grad,Female,Own-child,Divorced,<=50K
45,Bachelors,Male,Husband,Married-civ-spouse,>50K
41,Some-college,Male,Own-child,Married-civ-spouse,>50K
23,HS-grad,Male,Husband,Married-civ-spouse,<=50K
23,Bachelors,Female,Not-in-family,Never-married,<=50K
47,HS-grad,Female,Wife,Married-civ-spouse,<=50K
39,Bachelors,Male,Husband,Married-civ-spouse,<=50K
29,Assoc-voc,Male,Husband,Married-civ-spouse,>50K
46,HS-grad,Male,Husband,Married-civ-spouse,<=50K
18,5th-6th,Male,Own-child,Never-married,<=50K
